order_line_id,order_id,order_date,ship_date,ship_mode,customer_id,product_id,postal_code,sales,quantity,discount,profit,customer_name,segment,city,state,region,category,sub_category
5162,CA-2014-111192,2014-07-30,2014-08-05,Standard Class,TS-21430,FUR-BO-10002916,98103,1367.84,8,0.0,259.89,Tom Stivers,Corporate,Seattle,Washington,West,Furniture,Bookcases
5163,CA-2016-115378,2016-11-18,2016-11-23,Second Class,AJ-10945,FUR-CH-10000863,48180,301.96,2,0.0,33.22,Ashley Jarboe,Consumer,Taylor,Michigan,Central,Furniture,Chairs
5164,CA-2015-161627,2015-07-06,2015-07-11,Standard Class,SJ-20215,FUR-CH-10003968,91104,170.35,3,0.2,-17.04,Sarah Jordon,Consumer,Pasadena,California,West,Furniture,Chairs
5165,CA-2014-121006,2014-11-10,2014-11-16,Standard Class,SC-20020,OFF-AR-10001149,48640,3.9,2,0.0,1.52,Sam Craven,Consumer,Midland,Michigan,Central,Office Supplies,Art
5165,CA-2014-121006,2014-11-10,2014-11-16,Standard Class,SC-20020,OFF-AR-10001149,48640,3.9,2,0.0,1.52,Sam Craven,Consumer,Midland,Michigan,Central,Office Supplies,Art
5166,CA-2014-121006,2014-11-10,2014-11-16,Standard Class,SC-20020,OFF-PA-10000130,48640,12.84,3,0.0,5.78,Sam Craven,Consumer,Midland,Michigan,Central,Office Supplies,Paper
5167,CA-2014-121006,2014-11-10,2014-11-16,Standard Class,SC-20020,OFF-PA-10002479,48640,15.84,3,0.0,7.13,Sam Craven,Consumer,Midland,Michigan,Central,Office Supplies,Paper
5168,CA-2014-121006,2014-11-10,2014-11-16,Standard Class,SC-20020,FUR-CH-10004997,48640,563.94,3,0.0,112.79,Sam Craven,Consumer,Midland,Michigan,Central,Furniture,Chairs
5169,CA-2014-121006,2014-11-10,2014-11-16,Standard Class,SC-20020,OFF-ST-10004950,48640,62.94,3,0.0,11.96,Sam Craven,Consumer,Midland,Michigan,Central,Office Supplies,Storage
5169,CA-2014-121006,2014-11-10,2014-11-16,Standard Class,SC-20020,OFF-ST-10004950,48640,62.94,3,0.0,11.96,Sam Craven,Consumer,Midland,Michigan,Central,Office Supplies,Storage
5170,CA-2014-121006,2014-11-10,2014-11-16,Standard Class,SC-20020,OFF-ST-10001490,48640,535.41,3,0.0,160.62,Sam Craven,Consumer,Midland,Michigan,Central,Office Supplies,Storage
5171,CA-2016-122903,2016-05-27,2016-05-29,Second Class,LA-16780,FUR-CH-10002024,48205,3504.9,5,0.0,700.98,Laura Armstrong,Corporate,Detroit,Michigan,Central,Furniture,Chairs
5172,CA-2016-122903,2016-05-27,2016-05-29,Second Class,LA-16780,OFF-PA-10001790,48205,144.12,3,0.0,69.18,Laura Armstrong,Corporate,Detroit,Michigan,Central,Office Supplies,Paper
5173,CA-2016-122903,2016-05-27,2016-05-29,Second Class,LA-16780,OFF-PA-10000994,48205,314.55,3,0.0,150.98,Laura Armstrong,Corporate,Detroit,Michigan,Central,Office Supplies,Paper
5174,CA-2015-107741,2015-03-08,2015-03-10,First Class,FC-14335,OFF-AR-10002399,81001,3.41,1,0.2,0.89,Fred Chung,Corporate,Pueblo,Colorado,West,Office Supplies,Art
5175,CA-2017-106432,2017-10-19,2017-10-24,Standard Class,CA-12265,OFF-BI-10002799,76706,2.07,2,0.8,-3.52,Christina Anderson,Consumer,Waco,Texas,Central,Office Supplies,Binders
5176,CA-2017-106432,2017-10-19,2017-10-24,Standard Class,CA-12265,FUR-BO-10004360,76706,328.4,3,0.32,-91.76,Christina Anderson,Consumer,Waco,Texas,Central,Furniture,Bookcases
5177,CA-2016-148908,2016-11-05,2016-11-08,First Class,JH-15985,OFF-BI-10002082,94109,53.25,2,0.2,19.97,Joseph Holt,Consumer,San Francisco,California,West,Office Supplies,Binders
5178,CA-2016-123015,2016-12-26,2016-12-30,Standard Class,AJ-10795,OFF-BI-10004967,10024,4.99,3,0.2,1.68,Anthony Johnson,Corporate,New York City,New York,East,Office Supplies,Binders
5179,US-2015-120502,2015-04-13,2015-04-19,Standard Class,BT-11395,FUR-FU-10004973,90036,37.68,2,0.0,15.83,Bill Tyler,Corporate,Los Angeles,California,West,Furniture,Furnishings
5180,US-2015-120502,2015-04-13,2015-04-19,Standard Class,BT-11395,TEC-PH-10003645,90036,258.58,2,0.2,19.39,Bill Tyler,Corporate,Los Angeles,California,West,Technology,Phones
5181,US-2015-120502,2015-04-13,2015-04-19,Standard Class,BT-11395,OFF-AP-10004980,90036,75.84,2,0.0,29.58,Bill Tyler,Corporate,Los Angeles,California,West,Office Supplies,Appliances
5182,CA-2017-108749,2017-09-12,2017-09-15,First Class,DJ-13510,OFF-PA-10003797,2895,45.36,7,0.0,21.77,Don Jones,Corporate,Woonsocket,Rhode Island,East,Office Supplies,Paper
5183,CA-2017-108749,2017-09-12,2017-09-15,First Class,DJ-13510,OFF-BI-10003707,2895,45.78,3,0.0,22.89,Don Jones,Corporate,Woonsocket,Rhode Island,East,Office Supplies,Binders
5184,CA-2017-163335,2017-09-24,2017-09-27,First Class,AG-10675,OFF-ST-10000885,31907,40.29,3,0.0,10.07,Anna Gayman,Consumer,Columbus,Georgia,South,Office Supplies,Storage
5185,CA-2017-163335,2017-09-24,2017-09-27,First Class,AG-10675,OFF-BI-10002827,31907,38.71,7,0.0,17.81,Anna Gayman,Consumer,Columbus,Georgia,South,Office Supplies,Binders
5186,CA-2015-134719,2015-10-10,2015-10-15,Standard Class,JD-15790,OFF-ST-10004459,32216,1801.63,6,0.2,-337.81,John Dryer,Consumer,Jacksonville,Florida,South,Office Supplies,Storage
5187,US-2015-154389,2015-11-27,2015-12-03,Standard Class,EH-14125,TEC-PH-10002789,19140,748.75,8,0.4,-162.23,Eugene Hildebrand,Home Office,Philadelphia,Pennsylvania,East,Technology,Phones
5188,CA-2015-115567,2015-09-13,2015-09-18,Standard Class,ZC-21910,TEC-AC-10001314,47201,199.96,4,0.0,16.0,Zuschuss Carroll,Consumer,Columbus,Indiana,Central,Technology,Accessories
5189,CA-2015-115567,2015-09-13,2015-09-18,Standard Class,ZC-21910,FUR-CH-10000015,47201,1516.2,7,0.0,394.21,Zuschuss Carroll,Consumer,Columbus,Indiana,Central,Furniture,Chairs
5190,US-2017-136679,2017-11-14,2017-11-18,Standard Class,XP-21865,TEC-AC-10004855,77506,167.95,6,0.2,-27.29,Xylona Preis,Consumer,Pasadena,Texas,Central,Technology,Accessories
5191,US-2017-136679,2017-11-14,2017-11-18,Standard Class,XP-21865,OFF-AR-10003582,77506,45.04,2,0.2,4.5,Xylona Preis,Consumer,Pasadena,Texas,Central,Office Supplies,Art
5192,US-2017-141943,2017-05-05,2017-05-09,Standard Class,DK-12985,OFF-EN-10003448,94122,23.16,2,0.0,11.58,Darren Koutras,Consumer,San Francisco,California,West,Office Supplies,Envelopes
5193,CA-2014-101560,2014-11-28,2014-12-01,Second Class,CS-12250,FUR-FU-10003773,29203,397.6,5,0.0,43.74,Chris Selesnick,Corporate,Columbia,South Carolina,South,Furniture,Furnishings
5194,CA-2014-101560,2014-11-28,2014-12-01,Second Class,CS-12250,OFF-PA-10001363,29203,85.96,7,0.0,40.4,Chris Selesnick,Corporate,Columbia,South Carolina,South,Office Supplies,Paper
5195,CA-2014-101560,2014-11-28,2014-12-01,Second Class,CS-12250,OFF-AR-10004757,29203,13.12,4,0.0,4.33,Chris Selesnick,Corporate,Columbia,South Carolina,South,Office Supplies,Art
5196,CA-2014-101560,2014-11-28,2014-12-01,Second Class,CS-12250,OFF-BI-10000309,29203,45.66,3,0.0,22.37,Chris Selesnick,Corporate,Columbia,South Carolina,South,Office Supplies,Binders
5197,CA-2014-159709,2014-05-10,2014-05-15,Standard Class,AI-10855,OFF-EN-10001434,98031,158.13,3,0.0,77.48,Arianne Irving,Consumer,Kent,Washington,West,Office Supplies,Envelopes
5198,CA-2014-159709,2014-05-10,2014-05-15,Standard Class,AI-10855,TEC-PH-10003988,98031,43.6,5,0.2,4.36,Arianne Irving,Consumer,Kent,Washington,West,Technology,Phones
5199,CA-2016-103982,2016-03-03,2016-03-08,Standard Class,AA-10315,OFF-SU-10000151,78664,3930.07,3,0.2,-786.01,Alex Avila,Consumer,Round Rock,Texas,Central,Office Supplies,Supplies
5200,CA-2016-103982,2016-03-03,2016-03-08,Standard Class,AA-10315,OFF-FA-10001332,78664,2.3,1,0.2,0.78,Alex Avila,Consumer,Round Rock,Texas,Central,Office Supplies,Fasteners
5201,CA-2016-103982,2016-03-03,2016-03-08,Standard Class,AA-10315,TEC-PH-10000895,78664,431.98,3,0.2,32.4,Alex Avila,Consumer,Round Rock,Texas,Central,Technology,Phones
5202,CA-2016-103982,2016-03-03,2016-03-08,Standard Class,AA-10315,TEC-AC-10002857,78664,41.72,7,0.2,5.74,Alex Avila,Consumer,Round Rock,Texas,Central,Technology,Accessories
5203,CA-2015-142454,2015-08-15,2015-08-19,Standard Class,RE-19450,FUR-FU-10004018,94601,104.23,7,0.0,28.14,Richard Eichhorn,Consumer,Oakland,California,West,Furniture,Furnishings
5204,CA-2015-142454,2015-08-15,2015-08-19,Standard Class,RE-19450,OFF-ST-10003638,94601,70.26,3,0.0,18.97,Richard Eichhorn,Consumer,Oakland,California,West,Office Supplies,Storage
5205,CA-2015-102015,2015-09-12,2015-09-18,Standard Class,TM-21010,OFF-AR-10004685,13021,9.26,2,0.0,3.06,Tamara Manning,Consumer,Auburn,New York,East,Office Supplies,Art
5206,CA-2015-102015,2015-09-12,2015-09-18,Standard Class,TM-21010,OFF-ST-10001713,13021,105.98,2,0.0,4.24,Tamara Manning,Consumer,Auburn,New York,East,Office Supplies,Storage
5207,CA-2015-102015,2015-09-12,2015-09-18,Standard Class,TM-21010,OFF-FA-10000490,13021,1.24,1,0.0,0.58,Tamara Manning,Consumer,Auburn,New York,East,Office Supplies,Fasteners
5208,CA-2015-102015,2015-09-12,2015-09-18,Standard Class,TM-21010,OFF-LA-10002043,13021,20.7,2,0.0,9.94,Tamara Manning,Consumer,Auburn,New York,East,Office Supplies,Labels
5209,CA-2015-102015,2015-09-12,2015-09-18,Standard Class,TM-21010,OFF-PA-10002464,13021,28.9,5,0.0,14.16,Tamara Manning,Consumer,Auburn,New York,East,Office Supplies,Paper
5210,CA-2015-102015,2015-09-12,2015-09-18,Standard Class,TM-21010,OFF-EN-10002504,13021,27.18,1,0.0,12.77,Tamara Manning,Consumer,Auburn,New York,East,Office Supplies,Envelopes
5211,CA-2015-156755,2015-01-12,2015-01-18,Standard Class,YS-21880,OFF-ST-10002615,19711,465.18,3,0.0,120.95,Yana Sorensen,Corporate,Newark,Delaware,East,Office Supplies,Storage
5212,CA-2015-130876,2015-05-12,2015-05-16,Second Class,AZ-10750,OFF-ST-10004258,10024,36.63,3,0.0,9.89,Annie Zypern,Consumer,New York City,New York,East,Office Supplies,Storage
5213,CA-2016-145898,2016-09-26,2016-09-26,Same Day,CM-12445,OFF-ST-10004507,92374,51.45,3,0.0,13.89,Chuck Magee,Consumer,Redlands,California,West,Office Supplies,Storage
5214,CA-2016-145898,2016-09-26,2016-09-26,Same Day,CM-12445,OFF-LA-10000262,92374,7.83,3,0.0,3.6,Chuck Magee,Consumer,Redlands,California,West,Office Supplies,Labels
5215,CA-2016-145898,2016-09-26,2016-09-26,Same Day,CM-12445,OFF-AR-10002445,92374,35.4,5,0.0,13.45,Chuck Magee,Consumer,Redlands,California,West,Office Supplies,Art
5216,CA-2016-145898,2016-09-26,2016-09-26,Same Day,CM-12445,OFF-PA-10001667,92374,29.9,5,0.0,13.46,Chuck Magee,Consumer,Redlands,California,West,Office Supplies,Paper
5217,US-2017-159562,2017-09-09,2017-09-15,Standard Class,JB-16000,OFF-EN-10000461,48066,17.48,2,0.0,8.22,Joy Bell-,Consumer,Roseville,Michigan,Central,Office Supplies,Envelopes
5218,CA-2017-134635,2017-04-15,2017-04-17,Second Class,NS-18640,OFF-PA-10002254,90049,79.14,3,0.0,36.4,Noel Staavos,Corporate,Los Angeles,California,West,Office Supplies,Paper
5219,CA-2017-167080,2017-06-10,2017-06-14,Standard Class,LC-16930,OFF-AR-10001868,10011,8.4,5,0.0,4.2,Linda Cazamias,Corporate,New York City,New York,East,Office Supplies,Art
5220,CA-2017-145653,2017-09-01,2017-09-01,Same Day,CA-12775,FUR-CH-10004875,48205,498.26,7,0.0,134.53,Cynthia Arntzen,Consumer,Detroit,Michigan,Central,Furniture,Chairs
5221,CA-2014-140487,2014-06-14,2014-06-20,Standard Class,SR-20425,FUR-BO-10000711,48234,212.94,3,0.0,57.49,Sharelle Roach,Home Office,Detroit,Michigan,Central,Furniture,Bookcases
5222,CA-2017-117401,2017-05-18,2017-05-22,Second Class,PP-18955,OFF-AP-10000938,65807,706.86,7,0.0,197.92,Paul Prost,Home Office,Springfield,Missouri,Central,Office Supplies,Appliances
5223,CA-2017-117401,2017-05-18,2017-05-22,Second Class,PP-18955,TEC-PH-10003555,65807,114.95,5,0.0,2.3,Paul Prost,Home Office,Springfield,Missouri,Central,Technology,Phones
5224,CA-2017-117401,2017-05-18,2017-05-22,Second Class,PP-18955,OFF-BI-10001267,65807,43.19,7,0.0,20.73,Paul Prost,Home Office,Springfield,Missouri,Central,Office Supplies,Binders
5225,US-2017-109582,2017-09-12,2017-09-17,Second Class,JM-15865,OFF-PA-10004071,90036,166.44,3,0.0,79.89,John Murray,Consumer,Los Angeles,California,West,Office Supplies,Paper
5226,CA-2016-119865,2016-06-21,2016-06-26,Standard Class,AS-10090,OFF-BI-10001553,10011,36.56,5,0.2,12.8,Adam Shillingsburg,Consumer,New York City,New York,East,Office Supplies,Binders
5227,CA-2016-119865,2016-06-21,2016-06-26,Standard Class,AS-10090,OFF-BI-10003007,10011,186.14,6,0.2,60.5,Adam Shillingsburg,Consumer,New York City,New York,East,Office Supplies,Binders
5228,CA-2016-119865,2016-06-21,2016-06-26,Standard Class,AS-10090,FUR-BO-10003272,10011,353.57,2,0.2,-44.2,Adam Shillingsburg,Consumer,New York City,New York,East,Furniture,Bookcases
5229,US-2014-147648,2014-11-26,2014-12-01,Standard Class,LS-16975,OFF-PA-10001033,94109,81.98,2,0.0,40.17,Lindsay Shagiari,Home Office,San Francisco,California,West,Office Supplies,Paper
5230,CA-2017-124436,2017-03-19,2017-03-22,Second Class,SA-20830,OFF-BI-10001553,93727,14.62,2,0.2,5.12,Sue Ann Reed,Consumer,Fresno,California,West,Office Supplies,Binders
5231,CA-2017-124436,2017-03-19,2017-03-22,Second Class,SA-20830,FUR-TA-10001095,93727,697.16,5,0.2,8.71,Sue Ann Reed,Consumer,Fresno,California,West,Furniture,Tables
5232,CA-2017-124436,2017-03-19,2017-03-22,Second Class,SA-20830,FUR-FU-10001185,93727,30.93,1,0.0,12.68,Sue Ann Reed,Consumer,Fresno,California,West,Furniture,Furnishings
5233,CA-2017-124436,2017-03-19,2017-03-22,Second Class,SA-20830,OFF-BI-10000343,93727,27.5,7,0.2,9.28,Sue Ann Reed,Consumer,Fresno,California,West,Office Supplies,Binders
5234,CA-2014-115084,2014-10-18,2014-10-22,Standard Class,LS-17200,FUR-CH-10004626,71854,605.34,6,0.0,145.28,Luke Schmidt,Corporate,Texarkana,Arkansas,South,Furniture,Chairs
5235,CA-2017-131037,2017-08-22,2017-08-23,First Class,TM-21490,FUR-TA-10001768,94110,210.01,1,0.2,2.63,Tony Molinari,Consumer,San Francisco,California,West,Furniture,Tables
5236,CA-2016-111143,2016-11-19,2016-11-22,First Class,TT-21265,OFF-AP-10001947,46203,54.96,3,0.0,15.94,Tim Taslimi,Corporate,Indianapolis,Indiana,Central,Office Supplies,Appliances
5237,CA-2014-166744,2014-09-20,2014-09-24,Standard Class,DN-13690,FUR-FU-10004952,21044,164.22,3,0.0,50.91,Duane Noonan,Consumer,Columbia,Maryland,East,Furniture,Furnishings
5238,CA-2014-166744,2014-09-20,2014-09-24,Standard Class,DN-13690,FUR-BO-10001337,21044,362.94,3,0.0,36.29,Duane Noonan,Consumer,Columbia,Maryland,East,Furniture,Bookcases
5239,CA-2014-166744,2014-09-20,2014-09-24,Standard Class,DN-13690,TEC-AC-10003628,21044,59.98,2,0.0,26.39,Duane Noonan,Consumer,Columbia,Maryland,East,Technology,Accessories
5240,CA-2016-116561,2016-09-11,2016-09-17,Standard Class,EB-14110,OFF-ST-10004186,95123,332.94,3,0.0,6.66,Eugene Barchas,Consumer,San Jose,California,West,Office Supplies,Storage
5241,CA-2016-116561,2016-09-11,2016-09-17,Standard Class,EB-14110,OFF-BI-10001658,95123,39.87,2,0.2,12.96,Eugene Barchas,Consumer,San Jose,California,West,Office Supplies,Binders
5242,CA-2016-110730,2016-09-23,2016-09-26,Second Class,CM-11815,OFF-SU-10004737,98115,13.68,2,0.0,3.69,Candace McMahon,Corporate,Seattle,Washington,West,Office Supplies,Supplies
5243,CA-2017-146367,2017-08-04,2017-08-08,Standard Class,HM-14860,OFF-BI-10002827,75007,3.32,3,0.8,-5.64,Harry Marie,Corporate,Carrollton,Texas,Central,Office Supplies,Binders
5244,CA-2016-149454,2016-07-25,2016-07-26,First Class,KM-16375,OFF-BI-10003694,22204,10.44,1,0.0,4.8,Katherine Murray,Home Office,Arlington,Virginia,South,Office Supplies,Binders
5245,CA-2016-156265,2016-08-02,2016-08-04,Second Class,BF-11020,FUR-TA-10001691,90032,136.46,2,0.2,15.35,Barry Franz̦sisch,Corporate,Los Angeles,California,West,Furniture,Tables
5246,CA-2016-156265,2016-08-02,2016-08-04,Second Class,BF-11020,TEC-PH-10001918,90032,333.58,3,0.2,33.36,Barry Franz̦sisch,Corporate,Los Angeles,California,West,Technology,Phones
5247,CA-2016-156265,2016-08-02,2016-08-04,Second Class,BF-11020,OFF-BI-10000285,90032,12.54,2,0.2,4.7,Barry Franz̦sisch,Corporate,Los Angeles,California,West,Office Supplies,Binders
5248,US-2015-168914,2015-05-21,2015-05-27,Standard Class,JE-15745,OFF-AP-10000358,60423,20.77,8,0.8,-52.96,Joel Eaton,Consumer,Frankfort,Illinois,Central,Office Supplies,Appliances
5249,US-2017-110989,2017-11-03,2017-11-05,Second Class,EJ-14155,TEC-AC-10002345,98105,43.5,3,0.0,10.88,Eva Jacobs,Consumer,Seattle,Washington,West,Technology,Accessories
5250,CA-2015-106215,2015-04-16,2015-04-21,Standard Class,BN-11470,OFF-FA-10001229,19143,12.58,4,0.2,4.09,Brad Norvell,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners
5251,US-2016-169369,2016-12-12,2016-12-18,Standard Class,EC-14050,TEC-AC-10001314,31907,249.95,5,0.0,20.0,Erin Creighton,Consumer,Columbus,Georgia,South,Technology,Accessories
5252,US-2016-169369,2016-12-12,2016-12-18,Standard Class,EC-14050,OFF-PA-10004438,31907,49.12,4,0.0,23.09,Erin Creighton,Consumer,Columbus,Georgia,South,Office Supplies,Paper
5253,CA-2015-132318,2015-10-30,2015-11-02,First Class,TT-21220,OFF-AP-10000026,23464,182.91,3,0.0,53.04,Thomas Thornton,Consumer,Virginia Beach,Virginia,South,Office Supplies,Appliances
5254,US-2014-131982,2014-03-07,2014-03-11,Second Class,NP-18685,OFF-BI-10004224,98198,107.65,2,0.2,33.64,Nora Pelletier,Home Office,Des Moines,Washington,West,Office Supplies,Binders
5255,CA-2015-125185,2015-03-05,2015-03-07,Second Class,AH-10195,FUR-CH-10002647,18018,99.37,2,0.3,-7.1,Alan Haines,Corporate,Bethlehem,Pennsylvania,East,Furniture,Chairs
5256,CA-2015-125185,2015-03-05,2015-03-07,Second Class,AH-10195,FUR-FU-10003247,18018,33.57,2,0.2,-5.45,Alan Haines,Corporate,Bethlehem,Pennsylvania,East,Furniture,Furnishings
5257,CA-2016-130078,2016-08-08,2016-08-14,Standard Class,CC-12145,OFF-PA-10003270,73120,10.56,2,0.0,4.75,Charles Crestani,Consumer,Oklahoma City,Oklahoma,Central,Office Supplies,Paper
5258,US-2017-114034,2017-01-03,2017-01-08,Standard Class,DL-13315,OFF-PA-10004735,91730,38.88,6,0.0,18.66,Delfina Latchford,Consumer,Rancho Cucamonga,California,West,Office Supplies,Paper
5259,US-2017-115595,2017-10-09,2017-10-11,First Class,XP-21865,OFF-PA-10001745,90032,35.2,5,0.0,16.54,Xylona Preis,Consumer,Los Angeles,California,West,Office Supplies,Paper
5260,CA-2017-158722,2017-10-20,2017-10-26,Standard Class,MA-17560,OFF-PA-10000176,19120,45.53,3,0.2,15.93,Matt Abelman,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper
5261,CA-2014-105165,2014-09-07,2014-09-10,First Class,SZ-20035,TEC-PH-10000675,77036,196.78,3,0.2,14.76,Sam Zeldin,Home Office,Houston,Texas,Central,Technology,Phones
5262,CA-2014-105165,2014-09-07,2014-09-10,First Class,SZ-20035,OFF-BI-10000050,77036,2.92,2,0.8,-4.82,Sam Zeldin,Home Office,Houston,Texas,Central,Office Supplies,Binders
5263,CA-2014-105165,2014-09-07,2014-09-10,First Class,SZ-20035,FUR-TA-10004154,77036,200.8,1,0.3,-22.95,Sam Zeldin,Home Office,Houston,Texas,Central,Furniture,Tables
5264,CA-2014-105165,2014-09-07,2014-09-10,First Class,SZ-20035,TEC-AC-10002718,77036,46.69,4,0.2,-2.92,Sam Zeldin,Home Office,Houston,Texas,Central,Technology,Accessories
5265,CA-2014-105165,2014-09-07,2014-09-10,First Class,SZ-20035,OFF-AR-10003179,77036,21.86,3,0.2,3.55,Sam Zeldin,Home Office,Houston,Texas,Central,Office Supplies,Art
5266,CA-2017-147452,2017-09-30,2017-10-03,First Class,CS-11845,OFF-PA-10001838,98103,11.76,2,0.0,5.76,Cari Sayre,Corporate,Seattle,Washington,West,Office Supplies,Paper
5267,CA-2017-147452,2017-09-30,2017-10-03,First Class,CS-11845,OFF-PA-10004039,98103,167.94,3,0.0,82.29,Cari Sayre,Corporate,Seattle,Washington,West,Office Supplies,Paper
5268,CA-2017-147452,2017-09-30,2017-10-03,First Class,CS-11845,OFF-AP-10001626,98103,3.89,1,0.0,1.01,Cari Sayre,Corporate,Seattle,Washington,West,Office Supplies,Appliances
5269,US-2017-114657,2017-11-16,2017-11-21,Standard Class,MH-18115,TEC-MA-10003173,10701,52.44,4,0.0,24.12,Mick Hernandez,Home Office,Yonkers,New York,East,Technology,Machines
5270,CA-2017-144484,2017-09-11,2017-09-11,Same Day,CB-12025,FUR-FU-10000260,94110,32.36,4,0.0,11.65,Cassandra Brandow,Consumer,San Francisco,California,West,Furniture,Furnishings
5271,CA-2017-144484,2017-09-11,2017-09-11,Same Day,CB-12025,OFF-AP-10004487,94110,406.6,5,0.0,113.85,Cassandra Brandow,Consumer,San Francisco,California,West,Office Supplies,Appliances
5272,CA-2017-125913,2017-01-16,2017-01-16,Same Day,JO-15145,FUR-FU-10001487,90008,27.92,4,0.0,8.1,Jack O'Briant,Corporate,Los Angeles,California,West,Furniture,Furnishings
5273,CA-2017-125913,2017-01-16,2017-01-16,Same Day,JO-15145,FUR-TA-10001520,90008,399.67,7,0.2,-14.99,Jack O'Briant,Corporate,Los Angeles,California,West,Furniture,Tables
5274,US-2016-158309,2016-11-26,2016-11-29,First Class,PA-19060,OFF-BI-10000145,33142,3.74,4,0.7,-2.62,Pete Armstrong,Home Office,Miami,Florida,South,Office Supplies,Binders
5275,CA-2015-162887,2015-11-07,2015-11-09,Second Class,SV-20785,FUR-CH-10000595,5408,715.2,3,0.0,178.8,Stewart Visinsky,Consumer,Burlington,Vermont,East,Furniture,Chairs
5276,CA-2017-147333,2017-12-14,2017-12-20,Standard Class,KL-16555,TEC-AC-10004469,72701,159.8,4,0.0,70.31,Kelly Lampkin,Corporate,Fayetteville,Arkansas,South,Technology,Accessories
5277,CA-2017-147333,2017-12-14,2017-12-20,Standard Class,KL-16555,TEC-AC-10003038,72701,44.75,5,0.0,8.5,Kelly Lampkin,Corporate,Fayetteville,Arkansas,South,Technology,Accessories
5278,CA-2014-113859,2014-09-13,2014-09-17,Standard Class,BC-11125,FUR-CH-10004698,79762,340.12,6,0.3,-9.72,Becky Castell,Home Office,Odessa,Texas,Central,Furniture,Chairs
5279,CA-2014-159681,2014-12-07,2014-12-13,Standard Class,PO-18850,OFF-PA-10003641,23464,105.52,4,0.0,48.54,Patrick O'Brill,Consumer,Virginia Beach,Virginia,South,Office Supplies,Paper
5280,US-2017-104094,2017-09-07,2017-09-11,Standard Class,AG-10675,TEC-AC-10002134,53209,13.48,1,0.0,1.89,Anna Gayman,Consumer,Milwaukee,Wisconsin,Central,Technology,Accessories
5281,CA-2017-152709,2017-10-07,2017-10-12,Standard Class,DB-13210,OFF-ST-10001837,48234,85.52,2,0.0,22.24,Dean Braden,Consumer,Detroit,Michigan,Central,Office Supplies,Storage
5282,CA-2015-105158,2015-09-05,2015-09-10,Standard Class,SP-20860,FUR-FU-10001706,55901,6.16,2,0.0,2.96,Sung Pak,Corporate,Rochester,Minnesota,Central,Furniture,Furnishings
5283,CA-2015-105158,2015-09-05,2015-09-10,Standard Class,SP-20860,OFF-PA-10001970,55901,36.84,3,0.0,17.31,Sung Pak,Corporate,Rochester,Minnesota,Central,Office Supplies,Paper
5283,CA-2015-105158,2015-09-05,2015-09-10,Standard Class,SP-20860,OFF-PA-10001970,55901,36.84,3,0.0,17.31,Sung Pak,Corporate,Rochester,Minnesota,Central,Office Supplies,Paper
5284,CA-2014-133424,2014-03-30,2014-04-04,Standard Class,Dl-13600,OFF-ST-10002957,98105,15.84,3,0.0,0.0,Dorris liebe,Corporate,Seattle,Washington,West,Office Supplies,Storage
5285,CA-2014-133424,2014-03-30,2014-04-04,Standard Class,Dl-13600,OFF-LA-10002312,98105,44.4,3,0.0,22.2,Dorris liebe,Corporate,Seattle,Washington,West,Office Supplies,Labels
5286,CA-2017-105991,2017-05-05,2017-05-06,First Class,LH-17020,OFF-EN-10002600,80027,21.24,9,0.2,7.43,Lisa Hazard,Consumer,Louisville,Colorado,West,Office Supplies,Envelopes
5287,CA-2017-105991,2017-05-05,2017-05-06,First Class,LH-17020,OFF-BI-10003274,80027,9.55,8,0.7,-7.32,Lisa Hazard,Consumer,Louisville,Colorado,West,Office Supplies,Binders
5288,CA-2017-105991,2017-05-05,2017-05-06,First Class,LH-17020,FUR-BO-10004467,80027,89.99,3,0.7,-152.98,Lisa Hazard,Consumer,Louisville,Colorado,West,Furniture,Bookcases
5289,US-2017-136784,2017-04-30,2017-05-05,Standard Class,AD-10180,OFF-PA-10000675,94122,163.96,4,0.0,80.34,Alan Dominguez,Home Office,San Francisco,California,West,Office Supplies,Paper
5290,CA-2014-146283,2014-09-08,2014-09-15,Standard Class,KT-16465,OFF-PA-10002259,77036,17.9,2,0.2,6.27,Kean Takahito,Consumer,Houston,Texas,Central,Office Supplies,Paper
5291,CA-2014-146283,2014-09-08,2014-09-15,Standard Class,KT-16465,FUR-CH-10004287,77036,966.7,5,0.3,-13.81,Kean Takahito,Consumer,Houston,Texas,Central,Furniture,Chairs
5292,CA-2014-146283,2014-09-08,2014-09-15,Standard Class,KT-16465,OFF-PA-10000482,77036,182.11,6,0.2,61.46,Kean Takahito,Consumer,Houston,Texas,Central,Office Supplies,Paper
5293,CA-2017-151218,2017-06-20,2017-06-23,First Class,PJ-19015,OFF-ST-10004835,33180,4.46,1,0.2,0.33,Pauline Johnson,Consumer,Miami,Florida,South,Office Supplies,Storage
5294,CA-2015-111073,2015-12-26,2015-12-30,Standard Class,MC-18100,FUR-TA-10004086,44256,51.59,1,0.4,-15.48,Mick Crebagga,Consumer,Medina,Ohio,East,Furniture,Tables
5295,CA-2017-144883,2017-08-15,2017-08-19,Standard Class,BO-11350,OFF-LA-10000305,55113,50.4,8,0.0,23.18,Bill Overfelt,Corporate,Roseville,Minnesota,Central,Office Supplies,Labels
